,comp_name,job_title,city,posting_url,salary_estimate,lat,lng,type,job_cat
13710,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RnGXEJBwXTS5Nn7C_JzasUvjeSOXzH9ODdyznbJwMSpEyEn_m9MvaCyCb-Riu6ZZhXoP6R27qR0P4qE5gMRSSNWcC7K1CHSvC1qhlCqd9ZDD012qNTYfb8cIYMnS8TUd72W9Auxue3QR2ET5kMwb51T33UMQO5oNP-YhfLeQxV1mOntadvSvCURu5I4dPmr6Onys9PFkL0-Sv5DQjmhS-gyegYDDDRjMIr0UBPGgaVqNKQvMcuP3SdqYQHxalvTZgmuvdYqpefvCrepKJPw_cOWo3Y3nP4y2jh8qN4TM21Qr5wWzq7flTDGUiv30IQGi69QIPsU78-pziXg9vozfxb68-2hp0qADScL4dECBR7bA=&p=4&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
13711,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXHncMDZp41iMRDDwnDID9wZJhmsTKeGTrcPEg-d1OxnZt5YyHpnsxlb5ATcX_qQu03A_GHciMf7AEoCJPGEkzTzvWETH3aUPyq_-3hTkOFJevtF4GyQaF42rX5wJOdD8H021BbHeGCdsJo25Yjr1pAJLC1YiFGj3AUAzeO8mWAhCFBnxSk2WFoFpYtALv6nAjsgq9F3bhwHQpS_tv_Oq6LufRWqnW1cb5q0vYzBtG8vGakI-CvJGCUuxnKCfjsysv4bTF4cYeYs8SOtRFhWG8_QzjMrH6pK422O7btE1g-RaR39wkiuEwnyb2t6uzROTZflNhElHGf_uD_JuAymi0qbaHOeW_BthW38aqzDbqiPI=&p=5&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
13712,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1W4A4GnAkMBN8xiwMUoOiejr6bnCXE0lF7rMmcc4keup3cTCvdDhIkaRvvrZNJVn-8kbkF-9H21TPoW6zJfr8ix-xKbWvAq1Uy8Q_4kyh-NPimwK_qkrvDR7UtLBLQZRaOtv3NuvkUetHxbXwVuSYXUF1xwhbWO33uqy1CwuoprBU49PHBqW6ZDXoGbuMEd3dvCsufgJZ7vJY_wuS5jkBmS_PUjGei4vkvEsDtpO8S-pIaQ_wf5bCDIMeocohPPLi1T064RnIiZAmciwlwr3Io2tM1B-ZeYs6V-GmXaVL6rkifBhSck1iou7YY3s__WIEiYzdL5gBlg6gSnvOgqSKZXAvylMpPMPyL2ZRHtoFJTj1TnjPzyWslsytlLI0UL8br&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
13713,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02muooi_rjMStjoSA7cDxxwFgapWtjIHR8oQgKEAzb90j7P4RcMxJe9KiBVTzT2NIx1f-Tpa14F7RzeOMbhM9jJeYrrcwea2Sx7KSDhvkjM3mxNklVmNDUIMCcLntOpMU4OIeyDtHL_W9XjTHHlOO8xLGdXY64h_6wdCqsZkhceLk2n3SlT6fPqN1PC9NbQjbHq1kVdix1_wjiBEnUwVVlHU54h_KlUTNp6xL5GNtNbbyRwzIfH8Sztx4SBhQN8ewcJDbSLUARbPjhAywFA0zzQE7GG1czdoo8gy4R0vLBKkFtpmXqGl6LFcEw4SCmleE0kKmoFae9Up0ZTQq792noC4434DvE0WKaCcyi6SEJpYgnkyySgmA1dIgvcnuBIAQU2CLFNYYCID5wL0F85ItxXLDsyAB1BwkPgNpfMxNZeyrVd4X7m2L1Jjc_NBrgDPCoOqUcsGT4aQLZNHwyWeIrHqNg=&p=7&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
13714,"Biomarker Technologies, Inc.",Data Entry and Analysis Technician,"Rohnert Park, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dz2cZBvGpavQ4MlbaOYJAwcrxD8qXhWmLjt4_zsomU9roExIXWUfeP-FJzaYPSCcAkmZxb2Iqc-8LUsA3a9NSfzCQCRrZgq3bcUvtGyGlrsY0A3XDLxfjjOpLe954RMz8y177yexlj-tNwPvDzSJK98HpdyqKP7M4o3RktbT-we4pYdvE1Ezue_qBz1edaI0oEX2dU9GuVtXJAcoNo253QeohxiY6-XTCt3reC_cI5_Hm7pNYKDc6qJ2Id9jTylsYezY3JS1prn0DIZkIS-OAaqBTU3tJVvWzv5x1jduO1gynPHH7qaAONwlcfypon6rFrHN2vldR4qjbh5o80QxwflB5U8TecXnzlNhqAeifbUW473sls0gAIk1GErti1RXlaaWCjm_Dgp5mJvV7aZXT4UYNljrP80E4Q6UjwAi-3ywikepzOZySdfMih7iHtAde3dcHQoOIshLTx2dxdlzNTdKMeo1bffzF8kbIEqjGn6mNpqNabWbblzF1Nvgd8EIfmoon2KnVWbQ==&p=8&fvj=1&vjs=3,"$31,200 - $34,000 a year",38.3396367,-122.7010984,Full Time,Data - Other
13737,Socos Labs,Data Scientist,"Berkeley, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoOwJmUJoMWnxd9bOm43BZWDOWp7grs5-aMpSfbLFs7kSpRRR8yq0pWmtP3ZlIewujGYDqS_Di-GGW0mP7wQXaP1kACkYv1V6G1TfnibKjemeP-5-7rDLQ1pNzIrVN01sZ3VbZrfgrZR--l7cGXKPUrl1vzvnGGmUKIc4bxmKYmCCjfSQQ1pSUfx7vtNlULBWPeTZApwebtUdIwb7JUKwI5wx1HDfUhSBdlHahsGd8-1kuTZVgn0bWIpf1R_AwCtai0DDnIpSX2aJhqjiGkV_5NQRApBVOCltyCD2yUirdF9DwmNHpIVCRF5I7ccKVakBDwyWsvFdL--BC0hLZk049YlCURsEaCdszJFzJRqSV5Qz3NAWkaYSa&p=31&fvj=1&vjs=3,"$5,000 - $6,000 a month",37.8715926,-122.272747,Full Time,Data Scientist
13765,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2EGkIDhHy7fx5hmWKD_cPuJfQA7zK2irokV68T6y_tUcCTpxEyG8cHyZq2LShID33ZMRe6U0L89O5xnmgyTmDTVOCYLGlazx63Ocyr9AlIm4Go3AB9nb_9yx35FGLphqWd9PaLFdoAynlP4NrUxttsM6Ni_83hDxDmEduaMJs5Rn9zBHNfJLjOyLhhZvOaxP3lW2PchXmv8VPjOv7GZk-P7b_5MMlu68QG45SGJrECV6BPBum4zyidJXyb8yc5f0q7PiFXF7PyzTwThSV7tzSstptZVDAyHD_5tq1TZbpGIpjV_d0eKu0OnqeJGvDhoEDgALnnaTZlK9YvhXg_8-YyaeGAOKgoaeG&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
13766,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLsReSFDUsq663Jxv2n4Y4l_yO6qWEkf0G4g6POIEMbeG46SB6GuEyueSSO6z9DFs6vCupbIIut1YTbS0CZiRoYPxl5DLsZN37U-1jfm8kNh_TXv3DdZl8jWY_YkClp1jj-9j89XkUYlmDc8dvWbL5OA7y58hQGkZDLZPp4L0mWwBMxybaWaFq_a3SMNCO6QDKdmX9cYpghBbSMyIH1NSmIf0bTgCaX59BmHHqsDRWLfDUZnZ1_RB-bEnIttayYpGyKTNerIbew9md0C4BQXwNIB2sy3MWjcybZICoDtaP26JGkLJwikFbHoC3VkvV2AZK663_cfA0GKj0UhtV_-kxvncnLWtgNSXBLvmv6BG5BAw=&p=1&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
13767,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1UhhraAAVjLjJ0H8m1maOHB1IQ9K33IEuRVi4ygLinv6T4MYGsM0uAhh45-QKrj_6W0zf5dvv5kqyuccSqoYFUc1qEVxTmuiNutOEzz2sx7HmKxKydvcX94c_m8QPI03w73Su5RJLc-iPpshafYguJdQylarpzK963hz5PI31z_bAqRSMA9yvTaOGUgXwjRrQLUbXcX7iqEUUwCTYsL4ChKqJLAX8e5M7leDVkAqifcNc1PWCqyK2kd9g37SuRNR5bks-HYRgFGIhhA1W4NflKr8tDaVEGdRnZT9tOTFkJM7_NflMpD2fJ5owSh1go2ae9ASxwt-SXW-9gqk73XSvx3kseEQH6i1M14-7Lk5KwrBNl7fQXejmXA==&p=2&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
13768,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5g51A04avNRqRDuyR-ohzHWKbFA2_o-52qy_1-uohbSGC3j4igTPJyf6bLgMKbTEWIxLWEcxVgeXyo3AzLkiXo9IU65d3itjilkj-r0qw8jt4gDAKXqiiwBb4fMtcFuImnNEAAlVSTAn54NbLYQuILrX2lXMGu_SOVvei6FBGishukOJwz6HxZ8MYBCGHGxKGlWWBfdH6CrJ_8vUEg2MleY5ad0SChOtTEGCWi6OMzA2-xQEDsSCRnJn83gFoJwXbGFEDiLhyH0_edJXo91Nf39_6q60qoJbPt7c3XS2O-XAC-q3uKmnszXMLQPLoXfItR7S54sJ3vEVQq1ASeIcYdy8Pq-lK7kzbit8Wk-UJgAM=&p=3&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
13769,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RnGXEJBwXTS7ux2LvN0KOwDBEFoXAucQUIs7b_bcMTHhao4Qo0WZGsOX4yt3-gIwsBNpctbNWvuRJJZbHNwYQLZ6V0AGppjJ_wI4Me64KRKrlu52g0_ioNBz-EOlGLL08LyPa-QMA92HiQWal7lmr0XEFbvwZUJ7W_G9MxYAfSM343e3LUm8WNU2WQf9GUTizVpuCKUHkEGK1LEWOqLwg9pFxxe1L7-XVnhDRMsR5TrojMMHf7nGB3Gba2ctwTGuhomq_kvvfja6qEAqNDDQl2gp7lbnLWY8KNId7N5_QglG6_blCDcZ15bnWv8Hxzyf3u9WyaVNJwQOpe9sArttaO-t2oVKewzNZLZJWSqdfDmU=&p=4&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
13770,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXHncMDZp41iOYXawAj55PI6MFjAZGtGUCUgoQQyW6KdAtxwkYJwSR65M9l6jAOhvm4RKSojC_PPQyLuVyhNEqU4rXoUrg22y_7L77Sg7nt6TpbMmqznBJVmFhQjHtJYKwzTKBOO1lbdbPehmhXYI52x80k1ccRa3KFdMz6k48AnemSP1373jTyfhSxAlYycCq4RpUwirzT-4PdWVmYh1CtLCuM6YRNx6RM4v8_syPta3-5jFP1_SrheFdSGwXI4ulPEmh94SlQSVrCYs2GnyRnGelkGfWyDTXQeJYBy43TVMBVVXorF_LmXvTqW1UYVTYexeZ2MAmat3mB-W6QFGJJKOiFjrJqSd5dltZQwQjRwk=&p=5&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
13771,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1W4A4GnAkMBN_nibjZigWXIOcL-8Q59glYnNHo_TqtU0M2KAghcBWItudnS91aIJAG_3_1rMjp_pUtROliTc8fU-wBTp_yH-oykbb-w1mFH8Iq9LV3gTfw-YXF3gopIriyNRG20J-0Qz3NnR0j7HQmJY2PHdymrgVpyWuIc0Vtc4zODMcT9EeABFQs4MIKo4Vyh53pgjrMEhAZiTaHz9QXeftx_5k_7j8mrqpzNGZ_HjdtpIGWkKHuEfPG4xFhkG56N0k3gge6ycm_9qmVDIhDSh6sM9lIOpAIUSjZpyCK5kv-CkutNoHSlH7Q8WbIeraIyN0tvHyqPe3gHbBI3eWNkNQd0IiUHmQedgRQ7QxQAGNLEBtCBaNyQ1ar339DFGpt&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
13772,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02muooi_rjMStjozcI5URjxX9QMkFW9KY1j3GpmfWtSvMzLKyrTw2WdOzkfXIlzm24UZI0oIb-B0L3bprEy6RTBZen1XIx-Myw4Il-bSgzeGC9e6-xa3OnolrWuKvPzCsoyKEdgaemOD8SfkkvT8cYq9w5Af7VPfnmI53NHv5sYgkr6EmzbRdIevrjBvmy2RVfUd14YhPK-hmVDVIJVAQ9X2pBw51JAQeLp5d3QW7m5Y6Uf0-4Cz2OVXkhVaiqgM-ocrS_L_twQBGiW015xl2lP6tMRshQ6ZEVipu6BGuuQE6_voxA0pwG_up5rOo5VfXNKGyndmqNvL4QE2iGmBz8ExCKcohppFZ3Mfm56cJY22bu_IVFRWnMjOGNOFOhK6zweX8V5VPywaRk7erCeXIANvU9Lvf4OdZQQI4RVgRi6xwLT0m5vfiV6X8q3kj7EiS-QLn74jxpy4lCAzvcxhXFap9w=&p=7&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
13773,"Biomarker Technologies, Inc.",Data Entry and Analysis Technician,"Rohnert Park, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dz2cZBvGpavQ4MlbaOYJAwcrxD8qXhWmLjt4_zsomU9roExIXWUfeP-FJzaYPSCcAkmZxb2Iqc-8LUsA3a9NSfzCQCRrZgq3bcUvtGyGlrsY0A3XDLxfjjOpLe954RMz8y177yexlj-tNwPvDzSJK98HpdyqKP7M4L1qmoFYDkr0wTileJ8LFYD0kfbtPL97NpzzJ_HyFLeQbUHgd5MAsg1BReiJd9QX0dCCyuQV6ceJaDvpeDug6YmIw_i26PnWv_cp2sDBFHeETvV14VXzwdhvM_6KTzk7Ni_EGxqWoUod0mknEPRMtD6NK41gZfMBXOgzUkW4pc3jKxzN3HsI4nJ51V3LOOo5tgMZw_hqg9OkfX7CaCSIJyMNAB_PTmvF2kQH3OL952lMC6n0KahZrs6JfWoXuIXNmQGVZwoYSwqroOsx1m4Hq4SXpAVArslAHKQDV-LTUsSWAG2mDSQD0KB3IhJILeRHVBJyKlESqx-qziXo-dhmQBYTNyP1yYgXFPUTZNoxpDqA==&p=8&fvj=1&vjs=3,"$31,200 - $34,000 a year",38.3396367,-122.7010984,Full Time,Data - Other
13824,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV203wQ--K039nE0VItAtWlU_KnA--JKuxyq1ihOJoIGqFUkr629qGMLWBCq1vPeQxgfBp-SObc4AsodsY40ciyU8DqWu0gDVnrq9QxPKpsZASgWu1LNumDkAgj4mzcPQSgsJcru_0pjw7wtz304D6GeQLbcqZ_cyT1869vLxAWBQfr2a8z27ioZWITTmERlo75sBkf6fTpQLQlm5nISqJRX29o5vvitMNLRJou8HRdow_Jj61WpiFEDBjQdn0c1wu6hx_bB-XZuEglk7TaJ9MF1nVyPSfWvUNsZ5QeoEwOCm_9V1WCyO1Rj5IAEGd5oi6pa6V_fze0Yy-tFtAZqT1aTyuT7WD91ITk&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
13825,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXHncMDZp41iMqZE1aB1RBQrRKtBZB88b7SOynW32reT6eovtDwvZRPE6NunxC47XK9wY3Mt_KygdP0NuzG1V6m3K-iU3mGbbl6flwrJXwimA4aMgkIvA0e6iRlt2zoOnGY10i9R8Vwse6ckdpRzyNpUuPYXdz5U4g6vEgDRMk1R8y2IHZolb77gVKS6bNxUusMDGQ83oaPm127rqntx7NkVz_jE-u_K4kQXpJykI4rFye6l-a3Hij4TuqIQZHvl44Tnd3Z7RcmtFamznjqrrZpAqwQG3VPGIzpRZTlqwpwEDUkGxZKg4mL14rR44xIhhbVcvXL7Ju_47mSYJsbwxOx-Z_JG_SrZf0QBC4dWCi8iQ=&p=1&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
13826,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1UhhraAAVjLjJ0H8m1maOHB1IQ9K33IEu3116YYLLF0BiYVMobEdIeASCC01SfJ1s5c_za0xsRpPSSnvGeGNmNEUDpJwiVbnF2Zqm9Bzy2SLLjznAIEHTN-uAlRyirEPRfTWkUvzJ5FrfZ-d5Kma9C2St3m3KMtM7g8sTK-DmqMnppv6M08JkaQXkFY1RczLFVIZ227ZAO1FdSHMWHDxxX5Bpnehadj1QqRihC8AIu2vOjXECLnuhIqNj9EgYGTJZc7sXa5yIqMtbEknHuDq4qiuy9Bs6o4LqC4RDXdqTnY3_nMYbXgErv2ql73T80_bF3Ey6Cv1eM5azSnL4WSRgcWWwrWXQYn2AupyS_65lkl9MRGOSDAgGaw==&p=2&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
13827,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5g51A04avNRr8L7t0S6iQH3OW9doQbXx2wBYThzAMJr6_Vd_oHoCHaLfOh2NC-hNMLmXOGJoz1Z0qPXLZccwt1ex86LGD6DK_SGa59Z7zEW29uz08w8UFgD_7HPe-5iFObPtKLT8P7fZ0y7p05GVhYfR6AZBV8XLvsNks2kvXQiacjSELgIjBWArzoDmysrk27zmhGNb_PW5gf3bnzEx3wGLV7WYxHZ75ZmCfIif1_aZUolRaInp_w80lj_HnrYPpC_MH8nXtHTLZG7P-pQ2_rt-eunZL8vGJDQDvLbP0oEdE2eDRGRU9kBWLDNl5Ke09WQlM3p__dE2aFD_lwBN_JL7GcV9K0P9uXMMhIzUvqs4=&p=3&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
13828,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLsReSFDUsq67i6bnkeqRS1mAtPsC1O59fVjWjNxlh7wmWiJ3Tspq7jcoLlgsNtDzZ3hEWJ1wcA4arSIH999h-mKSa9_jav2oIVMPm6as1CMWn_mqYeiyE0tgatMQsnOM-YvXmjrQ7vlbxuaZYzKMjEZb9EyKwRv6xjBRDgYzAd6dYBeAuV4e1Dcxon04flAfcj174MmdZIVQ3V1CE1envd8uZJ8Yf8MDWE6TzpDG8QHXF-OUiMpCHsn6qoDzcz1OoSYT6y_kZM0KkGQw6tSeRIcprGaquNgwHxaEFgL6bx65DUz655x4Dt5jDgQn8EA3NzNY3WAMxOLaYXICcW4gXzlkXlmitEV8r3nCbJqvxHtw=&p=4&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
13829,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RnGXEJBwXTS6WbABdlY_IZ9yxvu3BpEPadU7VtPOXuNWQrc8X3Lpzg-19inTF6qR-Z4ue4uMEfgKyiepzRuqUD7ZzjTahDno-6eqHFyQ-gLSRy_DjyfIAaPfpr3AXxbqQYFZqlIB6u2D07YIgxm-j8yLOsrwI--DxuI4RIHusENNsVnDNjOsrC6JvrsAHGDLnia6Tf4zF_WGOejne48vLDNXJfuZmUo7n1AjJRLzq0hlfedV-F6BUL2HCLpQlgV9PQXjonLc-Ajb-45pZTeZzZRsdyavx-p9RlzcD7Lv1R-KRpMPFSymlEeolW-L7zWGVIiikH7fPfSzIO5KRbWtjNp9s_q_PiSIBw9rgOyeMqZc=&p=5&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
13830,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1W4A4GnAkMBN86DC6SXzFwcfWu3cae8Ac8u86-WMre7Y1PBzyG7Ud80iOlVCIiY_GVkhHpioJ3JD9rsgaoArUMqf3YavQbGuUwQ58OXJxKSjbY_d3REcqqk1ChdfB3q8MC8wrp4DPul9wgfWmZizH0CyElikQLLyhfrR0MZ9mJN5jYBihYdPSRWpXhgQHtupXyk41T_nP05dvC584KnCApZVpcE6Vs7RUe8yxLSSbnc8S2gpe10Bvkp650DKLiHtb7XaaWfCXumMMwFr2ImVeinLFCUvT-yykWKsk1ufTP2RsP2UxGcvKAa-bkaN-p_AzV-IgV1AMxPvDQ1TUBXjol_mQOElNrOdD-rpd5Nl8OCSgKEf4j6n36MXtsYSZQi2Ox&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
