,comp_name,job_title,city,posting_url,salary_estimate,lat,lng,type,job_cat
53,Fair Trade USA,Data Assistant,"Oakland, CA",indeed.com/rc/clk?jk=5f1d4a7c293664e3&fccid=3066824badad1884&vjs=3,Salary Estimate not available,37.8043637,-122.2711137,Full Time,Data - Other
54,Uber,"Data Analyst, Global Greenlight","San Francisco, CA",indeed.com/rc/clk?jk=e49c5c5df76fdc23&fccid=f766f8bfbc3effb7&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data - Other
55,Thorn,Data Analyst,"San Francisco, CA",indeed.com/rc/clk?jk=56041976ad799529&fccid=01be72fbf3d1cc6a&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
56,Zinier,Business Operations and Strategy Analyst,"San Mateo, CA",indeed.com/rc/clk?jk=ac7db20a51d09a08&fccid=c72ed8e6ea41ebc8&vjs=3,Salary Estimate not available,37.5629917,-122.3255254,Full Time,Business Intelligence
57,Osmo,Data Scientist,"Palo Alto, CA",indeed.com/rc/clk?jk=0e07149261db327d&fccid=29269ea3f8c41416&vjs=3,Salary Estimate not available,37.4418834,-122.1430195,Full Time,Data Scientist
58,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2gKFf4jJ9d4O-sD1yr_4v6_mXJBQMGAIWNdT3eHc_ncmEihr2FnkTZ5ztP9rKmFDOXj-b2i3zgeps1NWJ7KOnxDt46Wac5kklZYv4JNyTDJICO5aOdZ3SPIp7sw6YTrCbJ4tSVW7V8rwZbuS_7LL_ySn7f0TBlKTgn4zG4SC5nAMx68NjeCq0Wb1-fMcVv06zh1z_-ZZft_sgkIl3JDi1TB6zUXo6n1dYAzkHQHyETTOxOnPU4cCDCb7cqLf2EHtQ115LJhLCtGiMd6xHCngc265-aB15qCZRGSTMDVtxaRVkE266r0Sw2wjrA5sa5aVxiZYqhJkDqQZUavefWElyffwF29xklT3b&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
59,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLyf2mOpa94pF-rNfd8don0m1LyLrFMsaWoZtJzjyoX84-22XossUVdgYIafpmdyHDI5YssdqwzvHNf6lsq2Yl_l2Ywl1LAE2jmy6ZeuEbV7lf_iuWZ60FBIrTagZvJ9_GeKtjjWtwsfFwXkVDlwHmgtnPAAYInMq3L7QViTKL4aeXX0x43BRd4zWL8cfyF8oMUqUKc-YMFMGot3qExUT6Ex35aCm5gSeafi5j53iXJOQnzRc0JYUNEqXnWPXtleQlGmvd-7_FybTIXDF3Qv1ZjE1gDwSSZd0sQ4QM3wxGDQf4aM9yEnD8qPmCqzBrywOkaRFGP6C_cIf9kpwn2SLnTQYcRnkxj76okESgEKU8t3Q=&p=1&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
60,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitGnXR5U6Xvu3WSl8a6YLFIjZVdFj8GzjB-sanSE6QRSNhGYWJAYbCJlKksezE6iF4nCREaiZdBP0clpvv0PVFbKGNkEKqmz5Xaz2ewd5BiLRZvzfMdGdUqZrfO48PiFpp4MKSBB3Y22hRFwHlaCs84cmTIKtIYMHSSUwhM7-50SGkOtwWmJr-NAPp-k4Mr3vv5buIti7UvAm6VcBMguKjfmXDVvEMpCWvg3H9qnmkBbr89sa4DTSUDTdQC6-UcKnPHBbapu6EQiNnIDXO4uwTRqXOi6Ik2PxOmDSbThAwCjMnZ14Lg21htrVElb_OxGzzCj3dD-qJGGsL8AKzn5llq28xVNvLRr6Oqn-w5sBu2NQcCYWbPMcG5fEZWIwgd8ce8ebfYXZZFzKNseeAZp3A85ejpHBo7zGAbxrisQeXgyi1xvBdceZH_l9pDIiDdfCMTPWMS22xlzqM=&p=2&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
61,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RzFxCEVxPGNvUBEDTsvuJCLCYdXoNZLuSsgFGx7WP57p87qbnoU3KtN_mqW_81SZRBhOyZTQCGHfhuRjKervCz3OGUgxqtLrwwLLLePJ_VSy2D6_3XrzLBptR33C2TZpeh2kN3ZnRGNzNTz0jIBnMmgTCewANDVk6IZLVBJZxwt57w3KvUyL9xSMajTGy_fR9wo-3ynSACnHAmYcWuLnyZtguFukNDY_TqUgFA3FAullRyBLG5OSB3YtJE8nbblqrton8aSH_uE6yQDVGDYKZHiqi6llJ_vn-osrP8wHuQHsCseueVSTKoDJGLpCmb-vlw6YZTliLLQyzmNiM1XnkNpzqqtbWP-EVrDpwdSiWyYI=&p=3&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
62,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXtfGh-o-IwLDteEfT-CxQ_SFYmjH2wWLHJwrjv1npguSTdmrUXyx__X-E_8Ma4z72nSBg6Up4R_YUA0kvuDffhiBBI0UBM6sDCFdeMuCf4V5-XkEG_11kwULahDqJfNgwV_WeQjsmdbr5Yruj-I4Na0ws0MaChrPFG1G1D4of2y90pJ3JKlWpLq8LDoB4KlJHt5uNWIOrznLCbmRngumUmbwXJLLav1GJVL35MD5_HiUyUZOi2iz8-BPdNR38xKK7C93_L20Jy5htOkMzMwyYRAWZQpFBPF5ElkTVkzmEv7Zdok-VpUVvecyqO8nm-hn1ucYoxZ-_VFJ_NWtk8oBBXPOC1UxRgadGPT2nJrlt0DE=&p=4&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
63,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-eu5izEQu7-LSyGKha2w0w2ITYW0qsVgNEnDmwvobOwlkN1mkHmGFElEGFON-0TD7FbP0V4w3X-PydLOMLIeLX9oGaG1w280Z4Hotqb-LvidnIsoNYMji7ubZfKeCowRThev98dYNcch8VI5PO3D1Dy9IHiGyH0yqWRyKn6EHZ5to6OSN7PfJI6lSMblWm1Rb-uLdMjFedFqUUQffNFt3fRGrwvH2MZUWw6j1qnldy8DZHrhIiKthUz9QxcgY94C7VIlRCb6spi41qJdKj1W8O5wiegFWf87Be_JZ1aaq5YYks9OSKfxd2UtHBkIRSi9XI8ppTD9lCdvGQg1-48i-vKA_fDEkgIQYzU=&p=5&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
64,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WgEzNWncwAOrn7LaLnFT-aRZXnCU66VWvvE5UbkLvpMXF5_em9AM_AbIxETo6UU0moCWIhV8apNj4tiLKc4ZVpByf1MUBctZvH68Eb-4GSpVy0ugP5ACrren9TPlUtEsFsO9HvdKN95wyijdKUSwq4R3QnmQAcY_Ft5UqxnVaeg74C1CQh8FSuyoaxmphl8IswXwa5qXqK1xLH8hGbJuytJ2hy2UucKW0-De4Phbckl0FhzxZ57bWTa5b9fIe79PDzP4y-FvaxQzAZ-D929UKdO30botOcauJz8c0Da1aEHD6ZYFVO2VeDElCWKp6255hCj3zLgVFzWP-o6y_4AI61CIMsYlCpfJrxA4w64bRJxsl-JPzOypn6QNeDW9e4NUa&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
65,"Biomarker Technologies, Inc.",Data Entry and Analysis Technician,"Rohnert Park, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dz2cZBvGpavQ4MlbaOYJAwcrxD8qXhWmLjt4_zsomU9roExIXWUfeP-FJzaYPSCcAkmZxb2Iqc-8LUsA3a9NSfzCQCRrZgq3bcUvtGyGlrsY0A3XDLxfjjOpLe954RMz8y177yexlj-tNwPvDzSJK9Ys0QSaWWerW8lj0LwyTO7GF71xva4c7PKFnUN2fLTJpW9xnTBa2Fz8VSwadJvlIysluOCvQHteUBJQS9QhZtd3sDfI1EdCB89oH-Ac3S7jWrQCGnUdAHDohzMXpf26-lbCTn7q_sEw-bBh9Y3TIBZ6UmT7ZQlmfsIjtOMyicZwYPxrkZ_wZauW4TNWCaEiE09MOMe2RhEeS3adMs91Fe_M7QAac_f0yuxMoFetB4Hl031Kz97d-fXCuO2s5Vgrvqlr_9IqpVvN7f1CXUT0ksXEDZIB9wky9y_mwbfmNBLd0Pd31IPjauMpzIr0gwKcbkf_XXz18WAOzAcON1YCTyyrWWE6t2GM23w80Bhi8rPFApXbxG20Z1cw==&p=7&fvj=1&vjs=3,"$31,200 - $34,000 a year",38.3396367,-122.7010984,Full Time,Data - Other
68,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA","indeed.com/company/Health-Services-&-Benefit-Administrators,-Inc./jobs/Data-Analyst-dccea05e1ab12a75?fccid=f312fcc11199d9fe&vjs=3","$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
73,ironSource,Data Analyst,"San Francisco, CA",indeed.com/rc/clk?jk=156e2039461bfff9&fccid=1db73ef8e1dcdbe7&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
78,PERITUS.AI,Data Scientist,"Palo Alto, CA",indeed.com/rc/clk?jk=7798f5ca2c72dc0f&fccid=6d1dddf9d7cdcbc5&vjs=3,"Similar jobs pay $108,000 - $159,000 a year",37.4418834,-122.1430195,Full Time,Data Scientist
80,Curology,Data Analyst,"San Francisco, CA",indeed.com/rc/clk?jk=e38ff8175f29d184&fccid=544af407da89bfb9&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
84,Boost Healthcare Consulting,Data Analyst,"Alameda, CA",indeed.com/rc/clk?jk=57bf1ad9fef55e6d&fccid=8880b7ef4501e0dc&vjs=3,Salary Estimate not available,37.7652065,-122.2416355,Full Time,Data Analyst
87,Spin Electric Scooters,Data Analyst,"San Francisco, CA",indeed.com/rc/clk?jk=66a8043c6d23373e&fccid=cba94a481c16bedf&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
88,Scoot Networks,Data Analyst,"San Francisco, CA",indeed.com/rc/clk?jk=f769f249a3a38b81&fccid=1ffd1cddbd23c68c&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
93,"Clover Network, Inc.",Data Analyst,"Sunnyvale, CA",indeed.com/rc/clk?jk=fb55a203c47c9077&fccid=90b23efdce757a21&vjs=3,Salary Estimate not available,37.36883,-122.0363496,Full Time,Data Analyst
94,Wiser Solutions,Pricing Data Analyst,"San Mateo, CA",indeed.com/rc/clk?jk=198779e0bb83ac14&fccid=da7e1600bc3a6336&vjs=3,Salary Estimate not available,37.5629917,-122.3255254,Full Time,Data Analyst
95,"Stage 4 Solutions, inc.",Data Analyst (Entry Level),"Palo Alto, CA",indeed.com/rc/clk?jk=363112a94223bcc1&fccid=663fcf4fb2ab17e0&vjs=3,Similar jobs pay $16 - $22 an hour,37.4418834,-122.1430195,Full Time,Data Analyst
97,Khoros,Data Scientist,"San Francisco, CA",indeed.com/rc/clk?jk=d82a1624e0046609&fccid=6ab90e1adde2a819&vjs=3,"Similar jobs pay $92,000 - $136,000 a year",37.7749295,-122.4194155,Full Time,Data Scientist
98,Vectra,Data Scientist (Entry Level),"San Jose, CA",indeed.com/rc/clk?jk=ae9d315908b8d139&fccid=22efec3ff19e9e26&vjs=3,"Similar jobs pay $117,000 - $172,000 a year",37.3382082,-121.8863286,Full Time,Data Scientist
99,TransSight,Data Analyst,"San Ramon, CA",indeed.com/rc/clk?jk=b353e80a7473fdbc&fccid=b83592bb3b31790f&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data Analyst
100,GoFundMe,Data Analyst,"Redwood City, CA",indeed.com/rc/clk?jk=106be6fe548329b6&fccid=688601c4addc2d06&vjs=3,Salary Estimate not available,37.48521520000001,-122.2363548,Full Time,Data Analyst
103,Cognetik,Data Analyst,"San Francisco, CA",indeed.com/rc/clk?jk=2994bb3de4aac578&fccid=5f8ba0c98aa5e925&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
110,Big Data Federation,Data Scientist,"Santa Clara, CA",indeed.com/rc/clk?jk=30ca3f68aa917c96&fccid=92dad6c269775a38&vjs=3,"Similar jobs pay $86,000 - $127,000 a year",37.3541079,-121.9552356,Full Time,Data Scientist
112,"True Botanicals, Inc",Data Analyst,"San Francisco, CA","indeed.com/company/True-Botanicals,-Inc/jobs/Data-Analyst-4e317f00a02324a1?fccid=54d88a042cbc4f79&vjs=3",Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
114,Jam City,Data Analyst,"San Francisco, CA",indeed.com/rc/clk?jk=f15429f7f5d87bfe&fccid=92938f0e989918d3&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
115,Premise,Data Analyst (Dashboards Dev),"San Francisco, CA",indeed.com/rc/clk?jk=b20c55f5994b44b6&fccid=950f3c78af807bb4&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
116,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2U0-yKJXUU70vm_QSuyKA_FPJ_Q5h4Fp5smABY0E5jeM18WPZLC1LXak9_1oR94vH_voUp7qFGwu94YRk_J-smVOZOAelDdFJLh2cCA9HTzD4PuEW7GO-AFdqppeZRUf8N8U1pNu343TzoUsg0O-Z5ABdMtaj27jj8EvjkBFbhN6G-24GRnLV24gdpfkbatME631XFZ6-aFvGZ7kwr2jJwI1RoNkMfWQ2cl1IsqxuyPdz3NQQxPBbpaglRhFJn0kCLcUlParyzqvD56qvVMw7YbwFMuMYse408MBYFjTuG8JIjYV1XcRxgjn82CE69VYubqjRAcnhIv5qMZVUXsLOx7KOo72H4o9w&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
117,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLyf2mOpa94pHWRf9Nm-la59WBUaL850iBREFK4RJjyZiIJeOiWsaSl8XX_LHVVIlX3gBB9-qguNXYj8CKJBddcH6Ynj_a1bZmzLWxll0LDG5AcnS-V1drCz4AW-9bLDi1sGogRgjLERk_AreMWSxHoE7Z44m-NPstTQoEF5WY3OmuDy2yFotWyExzauDL6Ii2Zj_HiCXYuwrkAQb9YiuMJld9eRh4kEBqiy9StNNL3YpexMEmcXg30uO0AzZF210LHmbb1HTUMTK8T4gvHsQ7XJmRb8J6roH6Cu-9YU9OiQJt2I9eNKwRXp4ZqN5Q5LoC8yTm_qD5k6Ce4kBH65mHQatK2JaTZcW9Ee7qvjcsSrk=&p=1&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
118,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitGnNpKBvQ3a_dQ464QgBXAlxERiLWbK2RpBRNVRfds3oupVZoNQo0C1CLQxBT08ChGDViLwiQOkN8_1bqGOD6mhi-sWyhP6sNGxlCeygQCBr9pRdUCCd9cUNpkUZki9p7PJizYqt4SnUj43MKmCEh_GJJbvFKiI-dbk03Ubw3imbUWaoz7bPmK-2o4cOkLO2k5F4rdSvAc9zKzFkb0AzxKPf_onOG7cFbLHRPy2kcw8Bw1x9u3oSw4v93C-aJVElIu8QgItTQlZ6p04dGColn7ZVUR7hEtQjOItb4eu8DsMEy0kMCYqVzigjNZm6GmnswArzM1IMjcJ-w1gHIz3bSrriL4X26B3YloCMa6zkzDtQrhxJWnJdP9xRjnbnReoHlyzylCseCDLiLUnnAA8deXfTqPNJwpoYI1L8fGGHzHNxhnbiunHCu1rH-Vfg30nbN2SYHl4cYIocQ=&p=2&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
119,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RzFxCEVxPGNvkQkiBVfy2afCt1msQMughLXxp8iwYj_0HEjb-onC_Wr-pXNG1cNutuWwg0jRNeyTD2JlhWmEJrqvH1QUDEeF66hrEsmwtrbk9gYfZcWC-FALou61DlxXStt6vSJUTTDv0giwjpQyTSg7a0vhrIuZpxmtZK0mDHH-rigj38i8RzLyk7qq8f0HGgSuFaRYIZ8OiofRH67Y0D96OQ08NCOthcLwZVMAsJJ2P4CDNpm1Ntaod8tQqzWYzaKiaqA6XBSB_BnNzzDrV-G3Ko8C3rcxivPuPsw1ZXmwtyHwUO634BLSg7Sjz77tEizFn5YZnZCd-h_IaimtOpblDjfIKsdHECyl7EiMYvhE=&p=3&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
120,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXtfGh-o-IwLAkFi0gS_dFyBbIcyr2TYz4dbv3jgoFKcruvxyx2MZdpEWw2swxd-aiZjqtZohIn2GxSUouAE5b1v4e3yNJs3pC8lpkLD3U-riwnJrfJBQv2ZJJHp4bWf_JQ0z2ux-_k3bDQdQ8EJ9aegffTAR1Xwt5eZEXJr_kndET3TFHVkKstt83k2ailjhUs6uxSSFsgGHbODy28gFpc31rjO5xfvwsGFT7c0YfvENLCs-NLV7LHvPXMmQWl6I34g4Q1339Hg5OGSfmb0ZQvmyPK4dKb2eco3BnuUyAcS-bYPlCPWbc8dUe1T5AY5iV1A71ujJZ3YMcr3QZDd0jqNpgOnwDEQdQNZQD1LoQw6Y=&p=4&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
121,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-esHa4lpQlY52DIcmiT6-4Q2aqJUwM4ldo5KgABkRKNXDejaMw7Z21GJdrsVUgzPDkbqMBbfJNIk-o8M2jHwFuVfPT7OvwJwXgjnKbfdzrYC8GJw_SiNopS16ICmjTHaBjbs8O5XJ0kfldFptkDyVCX06AXifRCOvy6YFCt1VudoalqNoD443Klue2FdQpkkH65Z1W3OqOMq-o8YeaYgjZQhFRAKOnlMZvD7MNW6vUUD6X0W0NXix3uqDthoo6wkO2ZLLBDf-bZg8-F7bsXWo9eU7S_mLTZAJMqfRkJfVePA3puSEW7xUwXOzy-MkyIQ2LT80cjPDFZMQK0qv7nIYyq8OG4v6jrj_4c=&p=5&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
122,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WgEzNWncwAOpoFYzvj_7BTyNrIWOSr7oZJ9iMTd85QJMK8NU_qQi99e23rxIxpjH91SeuA8weNayMU5hxtyRl-JSpChu-GhpJN5mcn33RB2Aml3NyE90GDNwBDE-LO7Wboy_o2P0_vMKO27lDh4mt6B2jjs6oLJ382HiRdo4PGtr_w7YAV-MzCUNIEqYE0zOcJdG1li-BnvHFMxDa-H7xjoubLWFGQzB-LaTPDHSLwnHnH9eCiu_mfWm-Jt8HsIZ8h43nRFheCcOYF2Cs57mGuKTV42oITuTwBoPx9pD8GSODu8pg7Gq4GA0f_3mcCL8WpVnEOg395V2fOgQXEJgwnmfSyvOuo8Icb545p2zyExNNzi8vc6xaW6hb1FlGFeRF&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
123,"Biomarker Technologies, Inc.",Data Entry and Analysis Technician,"Rohnert Park, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dz2cZBvGpavQ4MlbaOYJAwcrxD8qXhWmLjt4_zsomU9roExIXWUfeP-FJzaYPSCcAkmZxb2Iqc-8LUsA3a9NSfzCQCRrZgq3bcUvtGyGlrsY0A3XDLxfjjOpLe954RMz8y177yexlj-tNwPvDzSJK9Ys0QSaWWerXT0HtLZkXnhmYh_xdPQD2ZkZtDmdz3RrRJxUoIQ_oclFNvHWAPXgUZqFehQR79ZRM_J3EiPXx6Pp9nHOS4wPUXtSAWemCpeVq4Ers6widUwKtEAwyGToGwutbOcALiINpRcMzlWvZ6ttm9BHF_XrdFwXUKSxjoeN0ibHdYanfkxBhgoPKvSjD1MTcOSTpWcuMN-4JLR_dBF3qhnoBXDx0W5MA2g2u1BhGUi4dHE5K2rbEIMf4ys0u6nySpyattqxNTVbd6_x0NHOkpeJSHCu0PQ-NlOip0WPkff5T-CtX5jwCywlnPMxTZTYPnIobkiH9Y3w1ZyoRbOC1OFXeqMEPLGbyOKItzXoBwa-r32MV1aA==&p=7&fvj=1&vjs=3,"$31,200 - $34,000 a year",38.3396367,-122.7010984,Full Time,Data - Other
124,Kaiser Permanente,"Data Consultant - Epidemiology, Bio-statistics, SAS, SQL, R","Oakland, CA",indeed.com/rc/clk?jk=4e0cfc0236bc63e1&fccid=48ecd526e3aa3225&vjs=3,Salary Estimate not available,37.8043637,-122.2711137,Full Time,Data - Other
125,"Smith Hanley Associates, LLC",Clinical Data Analyst,"San Francisco Bay Area, CA","indeed.com/company/Smith-Hanley-Associates,-LLC/jobs/Clinical-Data-Analyst-c457b93c89c255e2?fccid=867d82af62a0e5c1&vjs=3",Salary Estimate not available,37.8271784,-122.2913078,Full Time,Data Analyst
126,WalkMe,Junior Customer Success Data Analyst,"San Francisco, CA",indeed.com/rc/clk?jk=2148eef2a19ff210&fccid=3d4b96235681d280&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Data Analyst
127,Kaiser Permanente,"Data Consultant - SAS, R, Python","Oakland, CA",indeed.com/rc/clk?jk=e17129e90aa04a4b&fccid=48ecd526e3aa3225&vjs=3,Salary Estimate not available,37.8043637,-122.2711137,Full Time,Data - Other
130,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA","indeed.com/company/Raybeam,-Inc./jobs/SQL-Data-Analyst-c1ff137b4a6c4893?fccid=8641f0a5fda917ff&vjs=3",Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
131,PERITUS.AI,Data Engineer – Logs,"Palo Alto, CA",indeed.com/rc/clk?jk=6d3a568ac77d391f&fccid=6d1dddf9d7cdcbc5&vjs=3,Salary Estimate not available,37.4418834,-122.1430195,Full Time,Data - Other
132,Google,"Data Analyst, Users and Products","Mountain View, CA",indeed.com/rc/clk?jk=b3104b6264e73786&fccid=a5b4499d9e91a5c6&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data - Other
134,AI Fund,"Data Engineer, Shipping Palo Alto, CA","Palo Alto, CA",indeed.com/rc/clk?jk=572efbb97cf8d53f&fccid=02f643be07cb9c80&vjs=3,Salary Estimate not available,37.4418834,-122.1430195,Full Time,Data - Other
135,OC10 Inc.,Python Programmer,"San Jose, CA",indeed.com/company/OC10-Inc./jobs/Python-Programmer-645cb478fc7760e0?fccid=3b760780a91e6e3e&vjs=3,$45 - $50 an hour,37.3382082,-121.8863286,Full Time,Software
